Pessoa;Pergunta;Idade;Sexo;Classe
58;Se possui smartphone?;2 - JOVEM;Feminino;C
58;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);2 - JOVEM;Feminino;C
58;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);2 - JOVEM;Feminino;C
58;Se faz academia ou pratica esportes de modo geral;2 - JOVEM;Feminino;C
58;Se gosta de ir em shows;2 - JOVEM;Feminino;C
58;Se tem plano de saúde;2 - JOVEM;Feminino;C
58;Se gosta de viajar e com que frequência;2 - JOVEM;Feminino;C
58;Sobre a sua operadora de telefonia (Claro, Vivo e etc);2 - JOVEM;Feminino;C
58;Sobre a operadora de TV a cabo (Claro, Vivo, NET e etc);2 - JOVEM;Feminino;C
58;Se tem intenção de comprar algum produto específico (um IPhone por exemplo);2 - JOVEM;Feminino;C
59;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);3 - ADULTO;Feminino;E
59;Aniversário e outras datas festivas (Casamento por exemplo);3 - ADULTO;Feminino;E
59;Se possui animais de estimação;3 - ADULTO;Feminino;E
59;Informações sociais como sexo, idade, estado civil por exemplo;3 - ADULTO;Feminino;E
59;Se costuma comprar por impulso ou pesquisa bastante antes de comprar;3 - ADULTO;Feminino;E
59;A frequência com que compra pela internet (semanal, quinzenal, mensal e etc);3 - ADULTO;Feminino;E
59;Se possui smartphone?;3 - ADULTO;Feminino;E
59;Se costuma comprar parcelado ou à vista?;3 - ADULTO;Feminino;E
59;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);3 - ADULTO;Feminino;E
59;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);3 - ADULTO;Feminino;E
59;Se possui filhos menores de 12 anos;3 - ADULTO;Feminino;E
59;Se possui filhos menores de 18 anos;3 - ADULTO;Feminino;E
59;Se possui casa própria ou se é alugada;3 - ADULTO;Feminino;E
59;Se os filhos estudam em colégio particular;3 - ADULTO;Feminino;E
59;Sobre a profissão que exerce;3 - ADULTO;Feminino;E
59;Se faz academia ou pratica esportes de modo geral;3 - ADULTO;Feminino;E
59;Se gosta de ir em shows;3 - ADULTO;Feminino;E
59;Se tem plano de saúde;3 - ADULTO;Feminino;E
59;Se possui seguro de vida, de imóvel ou de carro;3 - ADULTO;Feminino;E
59;Se gosta de viajar e com que frequência;3 - ADULTO;Feminino;E
59;Sobre a sua operadora de telefonia (Claro, Vivo e etc);3 - ADULTO;Feminino;E
59;Se o celular é pós pago ou pré pago;3 - ADULTO;Feminino;E
59;Sobre a operadora de TV a cabo (Claro, Vivo, NET e etc);3 - ADULTO;Feminino;E
59;Se tem intenção de comprar algum produto específico (um IPhone por exemplo);3 - ADULTO;Feminino;E
59;Eu não responderia à nenhuma destas questões;3 - ADULTO;Feminino;E
60;Eu não responderia à nenhuma destas questões;5 - MELHOR IDADE;Feminino;C
61;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);3 - ADULTO;Feminino;D
61;Sobre a operadora de TV a cabo (Claro, Vivo, NET e etc);3 - ADULTO;Feminino;D
62;Meio de pagamento preferido (dinheiro, cartão de débito, cartão de crédito e etc);3 - ADULTO;Feminino;D
62;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);3 - ADULTO;Feminino;D
62;Se possui animais de estimação;3 - ADULTO;Feminino;D
62;Informações sociais como sexo, idade, estado civil por exemplo;3 - ADULTO;Feminino;D
62;Se possui smartphone?;3 - ADULTO;Feminino;D
62;Se possui filhos menores de 12 anos;3 - ADULTO;Feminino;D
62;Se possui filhos menores de 18 anos;3 - ADULTO;Feminino;D
62;Sobre a profissão que exerce;3 - ADULTO;Feminino;D
62;Se o celular é pós pago ou pré pago;3 - ADULTO;Feminino;D
62;Se tem intenção de comprar algum produto específico (um IPhone por exemplo);3 - ADULTO;Feminino;D
63;Eu não responderia à nenhuma destas questões;4 - MADURO;Feminino;E
64;Características do veículo (marca, ano e etc);2 - JOVEM;Feminino;B
64;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);2 - JOVEM;Feminino;B
64;Aniversário e outras datas festivas (Casamento por exemplo);2 - JOVEM;Feminino;B
64;Se possui animais de estimação;2 - JOVEM;Feminino;B
64;Informações sociais como sexo, idade, estado civil por exemplo;2 - JOVEM;Feminino;B
64;A frequência com que compra pela internet (semanal, quinzenal, mensal e etc);2 - JOVEM;Feminino;B
64;Se possui smartphone?;2 - JOVEM;Feminino;B
64;Se costuma comprar parcelado ou à vista?;2 - JOVEM;Feminino;B
64;Se possui filhos menores de 12 anos;2 - JOVEM;Feminino;B
64;Se possui filhos menores de 18 anos;2 - JOVEM;Feminino;B
64;Se possui casa própria ou se é alugada;2 - JOVEM;Feminino;B
64;Se os filhos estudam em colégio particular;2 - JOVEM;Feminino;B
64;Sobre a profissão que exerce;2 - JOVEM;Feminino;B
64;Se faz academia ou pratica esportes de modo geral;2 - JOVEM;Feminino;B
64;Se gosta de ir em shows;2 - JOVEM;Feminino;B
65;Características do veículo (marca, ano e etc);3 - ADULTO;Feminino;C
65;Meio de pagamento preferido (dinheiro, cartão de débito, cartão de crédito e etc);3 - ADULTO;Feminino;C
65;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);3 - ADULTO;Feminino;C
65;Aniversário e outras datas festivas (Casamento por exemplo);3 - ADULTO;Feminino;C
65;Se possui animais de estimação;3 - ADULTO;Feminino;C
65;Informações sociais como sexo, idade, estado civil por exemplo;3 - ADULTO;Feminino;C
65;Se costuma comprar por impulso ou pesquisa bastante antes de comprar;3 - ADULTO;Feminino;C
65;A frequência com que compra pela internet (semanal, quinzenal, mensal e etc);3 - ADULTO;Feminino;C
65;Se possui smartphone?;3 - ADULTO;Feminino;C
65;Se costuma comprar parcelado ou à vista?;3 - ADULTO;Feminino;C
65;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);3 - ADULTO;Feminino;C
65;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);3 - ADULTO;Feminino;C
65;Se possui filhos menores de 12 anos;3 - ADULTO;Feminino;C
65;Se possui filhos menores de 18 anos;3 - ADULTO;Feminino;C
65;Se possui casa própria ou se é alugada;3 - ADULTO;Feminino;C
65;Se os filhos estudam em colégio particular;3 - ADULTO;Feminino;C
65;Sobre a profissão que exerce;3 - ADULTO;Feminino;C
65;Se faz academia ou pratica esportes de modo geral;3 - ADULTO;Feminino;C
65;Se gosta de ir em shows;3 - ADULTO;Feminino;C
65;Se tem plano de saúde;3 - ADULTO;Feminino;C
65;Se possui seguro de vida, de imóvel ou de carro;3 - ADULTO;Feminino;C
65;Se gosta de viajar e com que frequência;3 - ADULTO;Feminino;C
65;Sobre a sua operadora de telefonia (Claro, Vivo e etc);3 - ADULTO;Feminino;C
65;Se o celular é pós pago ou pré pago;3 - ADULTO;Feminino;C
65;Sobre a operadora de TV a cabo (Claro, Vivo, NET e etc);3 - ADULTO;Feminino;C
65;Se tem intenção de comprar algum produto específico (um IPhone por exemplo);3 - ADULTO;Feminino;C
66;Se possui animais de estimação;2 - JOVEM;Feminino;E
67;Eu não responderia à nenhuma destas questões;1 - ADOLESCENTE;Feminino;C
68;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);2 - JOVEM;Feminino;D
68;Se possui animais de estimação;2 - JOVEM;Feminino;D
68;Informações sociais como sexo, idade, estado civil por exemplo;2 - JOVEM;Feminino;D
68;Se costuma comprar por impulso ou pesquisa bastante antes de comprar;2 - JOVEM;Feminino;D
68;A frequência com que compra pela internet (semanal, quinzenal, mensal e etc);2 - JOVEM;Feminino;D
68;Se possui smartphone?;2 - JOVEM;Feminino;D
68;Se costuma comprar parcelado ou à vista?;2 - JOVEM;Feminino;D
68;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);2 - JOVEM;Feminino;D
68;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);2 - JOVEM;Feminino;D
68;Se possui filhos menores de 12 anos;2 - JOVEM;Feminino;D
68;Se possui filhos menores de 18 anos;2 - JOVEM;Feminino;D
68;Sobre a profissão que exerce;2 - JOVEM;Feminino;D
68;Se faz academia ou pratica esportes de modo geral;2 - JOVEM;Feminino;D
68;Se gosta de ir em shows;2 - JOVEM;Feminino;D
68;Se tem plano de saúde;2 - JOVEM;Feminino;D
68;Se possui seguro de vida, de imóvel ou de carro;2 - JOVEM;Feminino;D
68;Se gosta de viajar e com que frequência;2 - JOVEM;Feminino;D
68;Sobre a sua operadora de telefonia (Claro, Vivo e etc);2 - JOVEM;Feminino;D
68;Se o celular é pós pago ou pré pago;2 - JOVEM;Feminino;D
68;Sobre a operadora de TV a cabo (Claro, Vivo, NET e etc);2 - JOVEM;Feminino;D
68;Se tem intenção de comprar algum produto específico (um IPhone por exemplo);2 - JOVEM;Feminino;D
69;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);3 - ADULTO;Feminino;B
69;Se possui smartphone?;3 - ADULTO;Feminino;B
70;Meio de pagamento preferido (dinheiro, cartão de débito, cartão de crédito e etc);3 - ADULTO;Feminino;E
70;Aniversário e outras datas festivas (Casamento por exemplo);3 - ADULTO;Feminino;E
70;Se possui animais de estimação;3 - ADULTO;Feminino;E
70;Informações sociais como sexo, idade, estado civil por exemplo;3 - ADULTO;Feminino;E
70;Se costuma comprar por impulso ou pesquisa bastante antes de comprar;3 - ADULTO;Feminino;E
70;Se possui smartphone?;3 - ADULTO;Feminino;E
70;Se possui filhos menores de 12 anos;3 - ADULTO;Feminino;E
71;Sobre a operadora de TV a cabo (Claro, Vivo, NET e etc);1 - ADOLESCENTE;Feminino;C
71;Se o celular é pós pago ou pré pago;1 - ADOLESCENTE;Feminino;C
71;Sobre a sua operadora de telefonia (Claro, Vivo e etc);1 - ADOLESCENTE;Feminino;C
71;Se gosta de ir em shows;1 - ADOLESCENTE;Feminino;C
72;Características do veículo (marca, ano e etc);2 - JOVEM;Feminino;D
72;Aniversário e outras datas festivas (Casamento por exemplo);2 - JOVEM;Feminino;D
72;Se possui animais de estimação;2 - JOVEM;Feminino;D
72;Informações sociais como sexo, idade, estado civil por exemplo;2 - JOVEM;Feminino;D
72;A frequência com que compra pela internet (semanal, quinzenal, mensal e etc);2 - JOVEM;Feminino;D
72;Se possui smartphone?;2 - JOVEM;Feminino;D
72;Se costuma comprar parcelado ou à vista?;2 - JOVEM;Feminino;D
72;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);2 - JOVEM;Feminino;D
72;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);2 - JOVEM;Feminino;D
72;Se possui filhos menores de 12 anos;2 - JOVEM;Feminino;D
72;Se possui casa própria ou se é alugada;2 - JOVEM;Feminino;D
72;Sobre a profissão que exerce;2 - JOVEM;Feminino;D
72;Se faz academia ou pratica esportes de modo geral;2 - JOVEM;Feminino;D
72;Se gosta de ir em shows;2 - JOVEM;Feminino;D
72;Se tem plano de saúde;2 - JOVEM;Feminino;D
72;Se possui seguro de vida, de imóvel ou de carro;2 - JOVEM;Feminino;D
72;Se gosta de viajar e com que frequência;2 - JOVEM;Feminino;D
72;Sobre a sua operadora de telefonia (Claro, Vivo e etc);2 - JOVEM;Feminino;D
72;Se o celular é pós pago ou pré pago;2 - JOVEM;Feminino;D
72;Se tem intenção de comprar algum produto específico (um IPhone por exemplo);2 - JOVEM;Feminino;D
73;Características do veículo (marca, ano e etc);3 - ADULTO;Feminino;E
73;Meio de pagamento preferido (dinheiro, cartão de débito, cartão de crédito e etc);3 - ADULTO;Feminino;E
73;Se tem intenção de comprar algum produto específico (um IPhone por exemplo);3 - ADULTO;Feminino;E
74;Características do veículo (marca, ano e etc);4 - MADURO;Feminino;C
74;Meio de pagamento preferido (dinheiro, cartão de débito, cartão de crédito e etc);4 - MADURO;Feminino;C
74;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);4 - MADURO;Feminino;C
74;Aniversário e outras datas festivas (Casamento por exemplo);4 - MADURO;Feminino;C
74;Se possui animais de estimação;4 - MADURO;Feminino;C
74;A frequência com que compra pela internet (semanal, quinzenal, mensal e etc);4 - MADURO;Feminino;C
74;Se possui smartphone?;4 - MADURO;Feminino;C
74;Se costuma comprar parcelado ou à vista?;4 - MADURO;Feminino;C
74;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);4 - MADURO;Feminino;C
74;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);4 - MADURO;Feminino;C
74;Se possui filhos menores de 12 anos;4 - MADURO;Feminino;C
74;Se possui filhos menores de 18 anos;4 - MADURO;Feminino;C
74;Sobre a profissão que exerce;4 - MADURO;Feminino;C
74;Se gosta de viajar e com que frequência;4 - MADURO;Feminino;C
74;Sobre a sua operadora de telefonia (Claro, Vivo e etc);4 - MADURO;Feminino;C
74;Se o celular é pós pago ou pré pago;4 - MADURO;Feminino;C
74;Sobre a operadora de TV a cabo (Claro, Vivo, NET e etc);4 - MADURO;Feminino;C
74;Se tem intenção de comprar algum produto específico (um IPhone por exemplo);4 - MADURO;Feminino;C
75;Se possui smartphone?;2 - JOVEM;Feminino;E
75;Se costuma comprar parcelado ou à vista?;2 - JOVEM;Feminino;E
75;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);2 - JOVEM;Feminino;E
75;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);2 - JOVEM;Feminino;E
75;Se possui casa própria ou se é alugada;2 - JOVEM;Feminino;E
75;Se o celular é pós pago ou pré pago;2 - JOVEM;Feminino;E
76;Se possui animais de estimação;2 - JOVEM;Feminino;E
76;Se costuma comprar por impulso ou pesquisa bastante antes de comprar;2 - JOVEM;Feminino;E
76;A frequência com que compra pela internet (semanal, quinzenal, mensal e etc);2 - JOVEM;Feminino;E
76;Se possui smartphone?;2 - JOVEM;Feminino;E
76;Se costuma comprar parcelado ou à vista?;2 - JOVEM;Feminino;E
76;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);2 - JOVEM;Feminino;E
76;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);2 - JOVEM;Feminino;E
76;Se possui filhos menores de 12 anos;2 - JOVEM;Feminino;E
76;Se possui casa própria ou se é alugada;2 - JOVEM;Feminino;E
76;Se faz academia ou pratica esportes de modo geral;2 - JOVEM;Feminino;E
76;Se gosta de ir em shows;2 - JOVEM;Feminino;E
76;Sobre a sua operadora de telefonia (Claro, Vivo e etc);2 - JOVEM;Feminino;E
76;Se o celular é pós pago ou pré pago;2 - JOVEM;Feminino;E
76;Sobre a operadora de TV a cabo (Claro, Vivo, NET e etc);2 - JOVEM;Feminino;E
76;Se tem intenção de comprar algum produto específico (um IPhone por exemplo);2 - JOVEM;Feminino;E
77;Informações sociais como sexo, idade, estado civil por exemplo;3 - ADULTO;Feminino;B
77;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);3 - ADULTO;Feminino;B
77;Se possui filhos menores de 12 anos;3 - ADULTO;Feminino;B
77;Se possui casa própria ou se é alugada;3 - ADULTO;Feminino;B
77;Se os filhos estudam em colégio particular;3 - ADULTO;Feminino;B
78;Características do veículo (marca, ano e etc);3 - ADULTO;Feminino;D
78;Meio de pagamento preferido (dinheiro, cartão de débito, cartão de crédito e etc);3 - ADULTO;Feminino;D
78;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);3 - ADULTO;Feminino;D
78;Aniversário e outras datas festivas (Casamento por exemplo);3 - ADULTO;Feminino;D
78;Se possui animais de estimação;3 - ADULTO;Feminino;D
78;Informações sociais como sexo, idade, estado civil por exemplo;3 - ADULTO;Feminino;D
78;Se costuma comprar por impulso ou pesquisa bastante antes de comprar;3 - ADULTO;Feminino;D
78;A frequência com que compra pela internet (semanal, quinzenal, mensal e etc);3 - ADULTO;Feminino;D
78;Se possui smartphone?;3 - ADULTO;Feminino;D
78;Se costuma comprar parcelado ou à vista?;3 - ADULTO;Feminino;D
78;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);3 - ADULTO;Feminino;D
78;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);3 - ADULTO;Feminino;D
78;Se possui filhos menores de 12 anos;3 - ADULTO;Feminino;D
78;Se possui filhos menores de 18 anos;3 - ADULTO;Feminino;D
78;Se possui casa própria ou se é alugada;3 - ADULTO;Feminino;D
78;Se os filhos estudam em colégio particular;3 - ADULTO;Feminino;D
78;Sobre a profissão que exerce;3 - ADULTO;Feminino;D
78;Se faz academia ou pratica esportes de modo geral;3 - ADULTO;Feminino;D
78;Se gosta de ir em shows;3 - ADULTO;Feminino;D
78;Se tem plano de saúde;3 - ADULTO;Feminino;D
78;Se possui seguro de vida, de imóvel ou de carro;3 - ADULTO;Feminino;D
78;Se gosta de viajar e com que frequência;3 - ADULTO;Feminino;D
78;Sobre a sua operadora de telefonia (Claro, Vivo e etc);3 - ADULTO;Feminino;D
78;Se o celular é pós pago ou pré pago;3 - ADULTO;Feminino;D
78;Sobre a operadora de TV a cabo (Claro, Vivo, NET e etc);3 - ADULTO;Feminino;D
78;Se tem intenção de comprar algum produto específico (um IPhone por exemplo);3 - ADULTO;Feminino;D
79;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);2 - JOVEM;Feminino;D
79;Se possui animais de estimação;2 - JOVEM;Feminino;D
79;Informações sociais como sexo, idade, estado civil por exemplo;2 - JOVEM;Feminino;D
79;Se costuma comprar por impulso ou pesquisa bastante antes de comprar;2 - JOVEM;Feminino;D
79;A frequência com que compra pela internet (semanal, quinzenal, mensal e etc);2 - JOVEM;Feminino;D
79;Se possui smartphone?;2 - JOVEM;Feminino;D
79;Se costuma comprar parcelado ou à vista?;2 - JOVEM;Feminino;D
79;Se possui filhos menores de 12 anos;2 - JOVEM;Feminino;D
79;Se possui filhos menores de 18 anos;2 - JOVEM;Feminino;D
79;Se os filhos estudam em colégio particular;2 - JOVEM;Feminino;D
79;Sobre a profissão que exerce;2 - JOVEM;Feminino;D
79;Se faz academia ou pratica esportes de modo geral;2 - JOVEM;Feminino;D
79;Se tem plano de saúde;2 - JOVEM;Feminino;D
79;Se gosta de viajar e com que frequência;2 - JOVEM;Feminino;D
79;Sobre a sua operadora de telefonia (Claro, Vivo e etc);2 - JOVEM;Feminino;D
79;Se o celular é pós pago ou pré pago;2 - JOVEM;Feminino;D
79;Sobre a operadora de TV a cabo (Claro, Vivo, NET e etc);2 - JOVEM;Feminino;D
79;Se tem intenção de comprar algum produto específico (um IPhone por exemplo);2 - JOVEM;Feminino;D
80;Se os filhos estudam em colégio particular;1 - ADOLESCENTE;Feminino;D
80;Se gosta de ir em shows;1 - ADOLESCENTE;Feminino;D
80;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);1 - ADOLESCENTE;Feminino;D
80;Se faz academia ou pratica esportes de modo geral;1 - ADOLESCENTE;Feminino;D
80;Se tem intenção de comprar algum produto específico (um IPhone por exemplo);1 - ADOLESCENTE;Feminino;D
80;Se possui filhos menores de 18 anos;1 - ADOLESCENTE;Feminino;D
80;Sobre a profissão que exerce;1 - ADOLESCENTE;Feminino;D
80;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);1 - ADOLESCENTE;Feminino;D
80;Se costuma comprar por impulso ou pesquisa bastante antes de comprar;1 - ADOLESCENTE;Feminino;D
80;Informações sociais como sexo, idade, estado civil por exemplo;1 - ADOLESCENTE;Feminino;D
80;Se gosta de viajar e com que frequência;1 - ADOLESCENTE;Feminino;D
80;Se possui filhos menores de 12 anos;1 - ADOLESCENTE;Feminino;D
80;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);1 - ADOLESCENTE;Feminino;D
80;Se possui animais de estimação;1 - ADOLESCENTE;Feminino;D
80;Se possui smartphone?;1 - ADOLESCENTE;Feminino;D
80;Se possui casa própria ou se é alugada;1 - ADOLESCENTE;Feminino;D
81;Características do veículo (marca, ano e etc);3 - ADULTO;Feminino;C
81;Meio de pagamento preferido (dinheiro, cartão de débito, cartão de crédito e etc);3 - ADULTO;Feminino;C
81;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);3 - ADULTO;Feminino;C
81;Aniversário e outras datas festivas (Casamento por exemplo);3 - ADULTO;Feminino;C
81;Informações sociais como sexo, idade, estado civil por exemplo;3 - ADULTO;Feminino;C
81;Se tem intenção de comprar algum produto específico (um IPhone por exemplo);3 - ADULTO;Feminino;C
82;Se possui animais de estimação;2 - JOVEM;Feminino;C
83;Se possui animais de estimação;1 - ADOLESCENTE;Feminino;D
83;Informações sociais como sexo, idade, estado civil por exemplo;1 - ADOLESCENTE;Feminino;D
84;Características do veículo (marca, ano e etc);1 - ADOLESCENTE;Feminino;D
84;Meio de pagamento preferido (dinheiro, cartão de débito, cartão de crédito e etc);1 - ADOLESCENTE;Feminino;D
84;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);1 - ADOLESCENTE;Feminino;D
84;Se possui smartphone?;1 - ADOLESCENTE;Feminino;D
84;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);1 - ADOLESCENTE;Feminino;D
84;Se possui casa própria ou se é alugada;1 - ADOLESCENTE;Feminino;D
84;Sobre a profissão que exerce;1 - ADOLESCENTE;Feminino;D
84;Se gosta de ir em shows;1 - ADOLESCENTE;Feminino;D
84;Se gosta de viajar e com que frequência;1 - ADOLESCENTE;Feminino;D
84;Sobre a sua operadora de telefonia (Claro, Vivo e etc);1 - ADOLESCENTE;Feminino;D
84;Se tem intenção de comprar algum produto específico (um IPhone por exemplo);1 - ADOLESCENTE;Feminino;D
85;Se possui animais de estimação;2 - JOVEM;Feminino;C
85;Se costuma comprar por impulso ou pesquisa bastante antes de comprar;2 - JOVEM;Feminino;C
85;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);2 - JOVEM;Feminino;C
86;Características do veículo (marca, ano e etc);4 - MADURO;Feminino;D
86;Meio de pagamento preferido (dinheiro, cartão de débito, cartão de crédito e etc);4 - MADURO;Feminino;D
86;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);4 - MADURO;Feminino;D
86;Aniversário e outras datas festivas (Casamento por exemplo);4 - MADURO;Feminino;D
86;Se possui animais de estimação;4 - MADURO;Feminino;D
86;Informações sociais como sexo, idade, estado civil por exemplo;4 - MADURO;Feminino;D
86;Se costuma comprar por impulso ou pesquisa bastante antes de comprar;4 - MADURO;Feminino;D
86;A frequência com que compra pela internet (semanal, quinzenal, mensal e etc);4 - MADURO;Feminino;D
86;Se possui smartphone?;4 - MADURO;Feminino;D
86;Se costuma comprar parcelado ou à vista?;4 - MADURO;Feminino;D
86;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);4 - MADURO;Feminino;D
86;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);4 - MADURO;Feminino;D
86;Se possui filhos menores de 12 anos;4 - MADURO;Feminino;D
86;Se possui filhos menores de 18 anos;4 - MADURO;Feminino;D
86;Se possui casa própria ou se é alugada;4 - MADURO;Feminino;D
86;Se os filhos estudam em colégio particular;4 - MADURO;Feminino;D
86;Sobre a profissão que exerce;4 - MADURO;Feminino;D
86;Se faz academia ou pratica esportes de modo geral;4 - MADURO;Feminino;D
86;Se gosta de ir em shows;4 - MADURO;Feminino;D
86;Se tem plano de saúde;4 - MADURO;Feminino;D
86;Se possui seguro de vida, de imóvel ou de carro;4 - MADURO;Feminino;D
86;Se gosta de viajar e com que frequência;4 - MADURO;Feminino;D
86;Sobre a sua operadora de telefonia (Claro, Vivo e etc);4 - MADURO;Feminino;D
86;Se o celular é pós pago ou pré pago;4 - MADURO;Feminino;D
86;Sobre a operadora de TV a cabo (Claro, Vivo, NET e etc);4 - MADURO;Feminino;D
86;Se tem intenção de comprar algum produto específico (um IPhone por exemplo);4 - MADURO;Feminino;D
87;Características do veículo (marca, ano e etc);4 - MADURO;Feminino;C
87;Meio de pagamento preferido (dinheiro, cartão de débito, cartão de crédito e etc);4 - MADURO;Feminino;C
87;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);4 - MADURO;Feminino;C
87;Aniversário e outras datas festivas (Casamento por exemplo);4 - MADURO;Feminino;C
87;Se possui animais de estimação;4 - MADURO;Feminino;C
87;Informações sociais como sexo, idade, estado civil por exemplo;4 - MADURO;Feminino;C
87;Se costuma comprar por impulso ou pesquisa bastante antes de comprar;4 - MADURO;Feminino;C
87;A frequência com que compra pela internet (semanal, quinzenal, mensal e etc);4 - MADURO;Feminino;C
87;Se possui smartphone?;4 - MADURO;Feminino;C
87;Se costuma comprar parcelado ou à vista?;4 - MADURO;Feminino;C
87;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);4 - MADURO;Feminino;C
87;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);4 - MADURO;Feminino;C
87;Se possui filhos menores de 12 anos;4 - MADURO;Feminino;C
87;Se possui filhos menores de 18 anos;4 - MADURO;Feminino;C
87;Se possui casa própria ou se é alugada;4 - MADURO;Feminino;C
87;Se os filhos estudam em colégio particular;4 - MADURO;Feminino;C
87;Sobre a profissão que exerce;4 - MADURO;Feminino;C
87;Se faz academia ou pratica esportes de modo geral;4 - MADURO;Feminino;C
87;Se gosta de ir em shows;4 - MADURO;Feminino;C
87;Se tem plano de saúde;4 - MADURO;Feminino;C
87;Se possui seguro de vida, de imóvel ou de carro;4 - MADURO;Feminino;C
87;Se gosta de viajar e com que frequência;4 - MADURO;Feminino;C
87;Sobre a sua operadora de telefonia (Claro, Vivo e etc);4 - MADURO;Feminino;C
87;Se o celular é pós pago ou pré pago;4 - MADURO;Feminino;C
87;Sobre a operadora de TV a cabo (Claro, Vivo, NET e etc);4 - MADURO;Feminino;C
87;Se tem intenção de comprar algum produto específico (um IPhone por exemplo);4 - MADURO;Feminino;C
88;Meio de pagamento preferido (dinheiro, cartão de débito, cartão de crédito e etc);3 - ADULTO;Feminino;D
88;Se possui animais de estimação;3 - ADULTO;Feminino;D
88;Informações sociais como sexo, idade, estado civil por exemplo;3 - ADULTO;Feminino;D
88;A frequência com que compra pela internet (semanal, quinzenal, mensal e etc);3 - ADULTO;Feminino;D
88;Se possui smartphone?;3 - ADULTO;Feminino;D
88;Se costuma comprar parcelado ou à vista?;3 - ADULTO;Feminino;D
88;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);3 - ADULTO;Feminino;D
88;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);3 - ADULTO;Feminino;D
88;Se possui filhos menores de 12 anos;3 - ADULTO;Feminino;D
88;Se possui filhos menores de 18 anos;3 - ADULTO;Feminino;D
88;Se possui casa própria ou se é alugada;3 - ADULTO;Feminino;D
88;Se os filhos estudam em colégio particular;3 - ADULTO;Feminino;D
88;Sobre a profissão que exerce;3 - ADULTO;Feminino;D
88;Se faz academia ou pratica esportes de modo geral;3 - ADULTO;Feminino;D
88;Se gosta de ir em shows;3 - ADULTO;Feminino;D
88;Se tem plano de saúde;3 - ADULTO;Feminino;D
88;Se gosta de viajar e com que frequência;3 - ADULTO;Feminino;D
88;Sobre a sua operadora de telefonia (Claro, Vivo e etc);3 - ADULTO;Feminino;D
89;Se gosta de ir em shows;5 - MELHOR IDADE;Feminino;B
90;Características do veículo (marca, ano e etc);4 - MADURO;Feminino;A
90;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);4 - MADURO;Feminino;A
90;Aniversário e outras datas festivas (Casamento por exemplo);4 - MADURO;Feminino;A
90;Se possui animais de estimação;4 - MADURO;Feminino;A
90;Informações sociais como sexo, idade, estado civil por exemplo;4 - MADURO;Feminino;A
